recipe_title;category;subcategory;description;ingredients;directions;num_ingredients;num_steps
Baking Perfect Bacon for a BLT;Breakfast And Brunch;Breakfast Bacon;By using heavy duty aluminum foil and creating some valleys for the bacon fat to flow results in perfectly flat, perfectly crisp, yet still succulent strips of bacon. Perfect for a BLT!;"[""9 slices bacon"", ""Heavy duty aluminum foil""]";"[""Preheat oven to 375 degrees F (190 degrees C)."", ""Cut a piece of heavy duty aluminum foil about twice as long as a rimmed baking sheet. Pinch and fold every inch or so of the foil to create ridges for the bacon to drain into while cooking."", ""Place bacon side by side on the ridged foil."", ""Bake in preheat oven to your desired level of doneness and a bit of foam forms on the surface, 25 to 30 minutes.""]";2;4
Cheesy Kale Quiche;Breakfast And Brunch;Breakfast Bacon;Created when I had used all of my spinach for spinach dip, this creamy, simple quiche is great for family breakfasts!;"[""1 (9 inch) pie crust pastry"", ""\u00bd (8 ounce) package cream cheese"", ""\u00bd cup milk"", ""4 eggs, beaten"", ""8 ounces sharp Cheddar cheese, shredded"", ""10 ounces chopped kale"", ""4 slices cooked bacon, crumbled""]";"[""Preheat oven to 400 degrees F (200 degrees C). Press pie crust into a pie plate."", ""Place cream cheese in a microwave-safe bowl; heat in microwave until warmed, about 10 seconds. Stir cream cheese and milk together in a bowl; stir into beaten eggs. Stir Cheddar cheese into egg mixture; add kale and bacon. Pour egg mixture into the pie crust."", ""Bake in the preheated oven until top has golden brown spots and a toothpick inserted in the center comes out clean, about 45 minutes.""]";7;3
Charleston Breakfast Casserole;Breakfast And Brunch;Breakfast Bacon;An easy, crowd-pleasing breakfast or brunch idea. Try playing with the ingredients to dress it up or down, depending on your occasion.;"[""12 slices bacon"", ""\u00bc cup butter, melted"", ""3 cups croutons"", ""2 cups grated Cheddar cheese"", ""6 eggs"", ""1 \u00be cups milk"", ""1 bell pepper (any color), diced"", ""1 tablespoon prepared mustard"", ""salt and pepper to taste""]";"[""Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside."", ""Preheat oven to 325 degrees F (165 degrees C)."", ""Melt butter in the microwave, or in a small pan on the stove over low heat. Spray a 9x12 inch baking dish with vegetable spray. Place croutons in the bottom of the dish, and drizzle with melted butter. Sprinkle with grated Cheddar cheese."", ""Crack the eggs into a bowl, whisking to break up the yolks. Add milk, peppers, mustard, salt, and pepper, and beat until well-combined. Pour over the croutons and cheese, and sprinkle with crumbled bacon."", ""Bake in the preheated oven for 40 minutes. Remove from oven and allow to stand 10 minutes before serving.""]";9;5
Flatbread Breakfast Pizza;Breakfast And Brunch;Breakfast Bacon;Healthy scrambled eggs on a flatbread! A delicious breakfast pizza made on a flatbread and served with salsa.;"[""2 eggs, or as needed"", ""1 \u00bd tablespoons milk"", ""salt and ground pepper to taste"", ""cooking spray"", ""\u00bc cup cooked sausage, crumbled"", ""3 slices cooked bacon, cut into pieces"", ""\u00bd cup diced tomatoes, or to taste (Optional)"", ""\u00bd cup diced mushrooms, or to taste (Optional)"", ""1 prepared flatbread"", ""\u00bc cup shredded Monterey Jack cheese""]";"[""Preheat oven to 425 degrees F (220 degrees C)."", ""Whisk eggs and milk together in a bowl; season with salt and pepper."", ""Spray a large skillet with cooking spray; heat over medium-high heat. Pour egg mixture into the skillet; cook and stir until eggs are set, about 5 minutes. Add sausage, bacon, tomatoes, and mushrooms, and cook until vegetables are soft, about 3 minutes."", ""Spread scrambled mixture over flatbread; top with shredded Monterey Jack cheese."", ""Bake flatbread pizza in the preheated oven until the cheese is bubbly and underside of the crust is golden brown, 5 to 7 minutes.""]";10;5
Campfire Skillet Breakfast;Breakfast And Brunch;Breakfast Bacon;This is the one recipe we always cook when camping, it's easy and very filling.;"[""\u00bd pound sliced bacon"", ""4 cups potatoes, peeled and cubed"", ""\u00bd onion, chopped (Optional)"", ""6 eggs, beaten"", ""1 cup shredded Cheddar cheese""]";"[""Cook bacon to desired doneness in a cast iron skillet over the slow burning coals of a campfire. Remove bacon from the skillet and set aside. Stir the potatoes and onion into the hot bacon fat. Cover, and cook until the potatoes are soft, about 10 to 12 minutes."", ""Crumble the bacon into the potatoes. Stir in the eggs, cover, and cook until set through, about 2 minutes. Sprinkle with the cheese, and allow to melt before serving.""]";5;2
New Mexico Green Chile Breakfast Burritos;Breakfast And Brunch;Breakfast Bacon;Hatch green chile from New Mexico may be the most addictive substance on Earth. At the famed Chicago Dog in Santa Fe, New Mexico, they will line up in a blizzard to get their variation of this recipe. Dozens of local Santa Fe eateries, stands, gas stations and taco trucks make their own variation. This may be on the Heart Association hit list, but you will die with a smile on your face.;"[""4 potatoes, shredded"", ""1 small onion, finely chopped"", ""1 clove garlic, minced"", ""1 (8 ounce) container frozen Hatch, New Mexico green chile peppers"", ""\u00bd cup chicken broth"", ""12 strips bacon"", ""\u2153 cup vegetable oil"", ""1 tablespoon onion powder"", ""salt and pepper to taste"", ""6 (10 inch) flour tortillas"", ""butter flavored cooking spray"", ""12 extra large eggs, beaten"", ""2 cups shredded Cheddar cheese""]";"[""Place the shredded potatoes in a bowl, cover with water, and set aside. Bring the onion, garlic, green chiles, and chicken broth to a boil in a saucepan over high heat. Reduce the heat to low, and simmer until the sauce thickens; turn off the heat."", ""Meanwhile, place the strips of bacon on paper towels on a microwave-safe plate, and cook on High until crisp, about 1 minute per strip; set aside."", ""Heat the vegetable oil over medium-high heat in a large skillet. Drain the potatoes, and add to the skillet. Spoon hot oil over the potatoes; sprinkle with the onion powder, salt, and pepper. Flip the potatoes occasionally, but let them fry until crispy bits form and the potatoes are cooked through, about 15 minutes."", ""Place the tortillas between two damp paper towels. Microwave on High until warm, about 30 seconds."", ""Spray a separate skillet with butter flavored cooking spray and cook the eggs over medium heat, whisking them continuously until the eggs are completely set; turn off the heat."", ""Lay a tortilla flat in front of you. Place some potatoes, scrambled egg, and a strip of bacon on the lower third, leaving about an inch of room from the bottom, and about 1-1/2 inches on the left and right clear for folding the burrito. Spoon on a little of the green chile sauce, and sprinkle with Cheddar cheese."", ""Fold the left and right edges into the middle about 1-1/2 to 2 inches. Take the bottom edge closest to you with the stuffing and pick it up, pulling it OVER the filling, while keeping the sides in place until that edge now touches the tortilla about 7/8 of the way up to the top edge. Check to see that the sides are still tucked well. If they aren't slide them in a bit now that you have the filling covered. Finish by tucking the bottom flap that you pulled over the filling UNDER the filling a bit to seal it, then continue rolling the burrito up to the top edge, forming a tight cylinder. Let it rest seam-side down, and it will stay nice and tight. Repeat with remaining ingredients.""]";13;7
Clark's Quiche;Breakfast And Brunch;Breakfast Bacon;Clark's quiche is excellent served for breakfast with fruit, or at lunch or dinnertime with a salad. This recipe makes two 9-inch pies. The reason for this is because if you only make one you will hate yourself the next day when there are no leftovers. The quiche microwaves well the next day. In fact, most people say that the flavors have blended better on the second day... If in the strange case that you are filled up with one pie, this is a great gift to give a friend or relative, or if you are stingy...it freezes well with tin foil.;"[""thick-sliced bacon"", ""1 (10 ounce) package frozen chopped spinach, thawed"", ""2 tablespoons olive oil"", ""1 onion, finely diced"", ""fresh mushrooms, finely diced"", ""2 cups finely diced smoked ham"", ""1 (8 ounce) container sour cream"", ""salt and ground black pepper to taste"", ""2 (9-inch) unbaked pie crusts"", ""8 ounces Monterey Jack cheese, shredded"", ""8 ounces Cheddar cheese, shredded"", ""4 ounces Parmesan cheese, grated"", ""8 eggs"", ""1 \u00bd cups half-and-half"", ""1 tablespoon dried parsley""]";"[""Preheat the oven to 375 degrees F (190 degrees C)."", ""Cook bacon in a large, deep skillet over medium-high heat, turning occasionally, until evenly brown. Drain on paper towels. Crumble and set aside."", ""Meanwhile, cook spinach according to package instructions. Allow to cool, then squeeze dry."", ""Heat olive oil in the skillet over medium heat. Saut\u00e9 onion until soft and translucent. Stir in mushrooms; cook until soft, about 2 minutes. Stir in ham and bacon. Remove from heat."", ""Combine sour cream and spinach; season with salt and pepper. Divide evenly between crusts, then divide and arrange bacon mixture on top. Combine Monterey Jack, Cheddar, and Parmesan; divide and sprinkle over bacon mixture."", ""Whisk eggs, half-and-half, and parsley together in a separate bowl; season with salt and pepper. Divide and pour into crusts."", ""Arrange quiche on a baking sheet; bake in the preheated oven on middle shelf until tops puffed and golden brown, 40 minutes. Remove from oven; let stand 5 to 10 minutes.""]";15;7
Simple Savory Oatmeal;Breakfast And Brunch;Breakfast Bacon;Want something savory in the morning, but needs to be quick and simple? This is it. I'd compare it most readily to a deluxe cheese grits recipe, but this has no cheese--and grits (unless instant) are typically a bunch more work. This was an alternative for my 10-year-old who always wanted eggs and sausage for breakfast. Fruits and brown sugar in the oatmeal wasn't cutting it.;"[""1 cup water"", ""\u00bd cup rolled oats"", ""1 tablespoon cooked real bacon bits"", ""1 teaspoon butter"", ""\u00bd teaspoon Creole seasoning (such as Tony Cachere's\u00ae)""]";"[""Place water and oats in a microwave-safe bowl. Cook at 50% power, stirring half way through cooking, until oats are softened, 3 to 5 minutes. Stir in butter until melted. Stir in bacon bits and Creole seasoning until evenly distributed.""]";5;1
Great British Fry Up;Breakfast And Brunch;Breakfast Bacon;This is the version I make most weekends, especially if there are guests or I've over-indulged with drinks the night before. You can leave out anything you don't have and can include other ingredients such as, black pudding, baked beans (the Heinz UK version) or even scrambled eggs.;"[""\u00bc cup vegetable oil"", ""1 link pork sausage"", ""1 frozen hash brown patty"", ""2 thick slices bacon"", ""1 tomato, cut in half"", ""4 mushrooms, sliced"", ""1 egg"", ""1 slice white bread"", ""1 teaspoon butter, or as needed""]";"[""Heat the oil in a skillet over medium heat. Add the sausage and hash brown. Fry until browned on one side, about 5 minutes. Turn them over to fry on the other side and add the tomato, bacon and mushrooms. The idea is to start cooking with the things that take the longest."", ""When the tomato, bacon and mushrooms are just about cooked, crack the egg into the center and allow to cook. You might want to add a little more oil just to crisp the edges. Toast the slice of bread while the egg cooks and then spread butter on it. Serve everything on a plate with the toast on the side.""]";9;2
Keto Cauliflower Hash Browns;Breakfast And Brunch;Breakfast Bacon;Cauliflower, cheese, and bacon come together in this keto alternative to hash browns.;"[""3 cups grated cauliflower"", ""1 cup shredded Cheddar cheese"", ""1 large egg"", ""\u00bc cup real bacon bits"", ""1 tablespoon diced chives"", ""\u00bd teaspoon salt"", ""\u215b teaspoon ground black pepper"", ""1 pinch cayenne pepper (Optional)"", ""cooking spray""]";"[""Preheat the oven to 400 degrees F (200 degrees C)."", ""Place grated cauliflower in a microwave-safe bowl. Cook on high for 2 minutes. Let cool for 5 minutes."", ""Wring cauliflower in a clean dish towel, squeezing out as much moisture as possible. Transfer cauliflower to a large mixing bowl. Add Cheddar cheese, egg, bacon bits, chives, salt, pepper, and cayenne. Mix well."", ""Spray a large baking sheet with cooking spray. Divide cauliflower mixture into 6 equal portions, making sure to leave space between each one. Flatten with your hands and shape into ovals."", ""Bake in the preheated oven until browned, about 15 minutes. Turn broiler on low and broil until crispy, about 5 minutes. Let cool for 5 minutes to firm up.""]";9;5
Overnight Bacon Brunch Casserole;Breakfast And Brunch;Breakfast Bacon;A hearty overnight bacon breakfast casserole that is sure to please everyone for breakfast or brunch. This make-ahead breakfast casserole recipe can be prepped all the night before, and contains the classic breakfast favorites--eggs, bacon, cheese, and brioche.;"[""12 slices brioche, cut into 1-inch cubes"", ""\u00bd pound bacon, cut into 1/2-inch pieces, or more to taste"", ""\u00bd medium onion, finely chopped"", ""1 green bell pepper, diced (Optional)"", ""8 medium eggs, or more to taste"", ""1 \u00bc cups milk"", ""1 cup grated Cheddar cheese"", ""1 teaspoon mustard powder"", ""\u00bd teaspoon ground black pepper"", ""\u00bd teaspoon salt""]";"[""Grease a 9x13-inch pan. Layer brioche cubes evenly in the prepared pan."", ""Cook the bacon in a skillet over medium heat, stirring occasionally, until it is cooked through, about 10 minutes. Remove from heat, including any rendered bacon fat, and allow to cool slightly, about 5 minutes."", ""Heat a small amount of bacon fat in the same skillet over medium-high heat. Saute onion and bell pepper until soft, 5 to 7 minutes."", ""Meanwhile, beat eggs in a large bowl. Mix milk, Cheddar cheese, mustard powder, pepper, and salt into the beaten eggs. Mix in bacon and onion-bell pepper mixture when done. Carefully pour the egg mixture over the brioche bread cubes and give it a gentle stir so everything is evenly distributed. Gently press the cubes into the egg mixture as needed, so all the bread cubes are sitting in the liquid. Cover and refrigerate for 8 hours, to overnight."", ""Preheat the oven to 350 degrees F (175 degrees C)."", ""Bake in the preheated oven on the middle rack until set, the top is browned, and a toothpick inserted into the center of the casserole comes out clean, 45 to 55 minutes. Remove from the oven and allow to cool slightly before serving, 5 to 10 minutes.""]";10;6
Bacon, Cheddar and Spinach Strata;Breakfast And Brunch;Breakfast Bacon;Even with just one layer of filling in the middle of this strata, you'll be looking at a gorgeous casserole that should thoroughly impress your brunch guests . . . bottomless mimosas or no.;"[""1 tablespoon bacon grease"", ""1 (1 pound) loaf day-old bread, cubed"", ""12 large eggs"", ""2 teaspoons kosher salt"", ""\u00bd teaspoon freshly ground black pepper"", ""1 pinch cayenne pepper"", ""1 pinch freshly grated nutmeg"", ""2 \u00bd cups heavy cream"", ""1 pound sliced bacon, cut crosswise into 1/2-inch strips"", ""1 pound fresh spinach, wilted, squeezed dry"", ""12 ounces shredded extra-sharp Cheddar cheese, divided""]";"[""Oil bottom and sides of a 9x13-inch baking dish with about a tablespoon of bacon fat."", ""Place bread cubes in a large mixing bowl."", ""Crack eggs into a separate mixing bowl. Season with salt, pepper, cayenne, and nutmeg. Add cream and whisk mixture thoroughly."", ""Pour egg/cream mixture over the bread cubes and mix to distribute ingredients evenly. Allow bread mixture to sit about 15 minutes to absorb the liquid."", ""Transfer half of the bread mixture to the baking pan; spread evenly over the bottom and press mixture down a bit. Top with half of the grated Cheddar cheese. Add cooked bacon pieces in an even layer over the cheese. Place the cooked spinach over the bacon; top with half of the remaining cheese. Finish with the rest of the soaked bread cubes, spread evenly and pressed down slightly. Sprinkle with the rest of the grated cheese. Cover and let strata sit at room temperature for 1 hour before baking."", ""Preheat oven to 350 degrees F (175 degrees C)."", ""Bake strata in preheated oven until set, about 45 minutes. Optionally, you can broil the strata for a minute or two to brown the top.""]";11;7
French Egg and Bacon Sandwich;Breakfast And Brunch;Breakfast Bacon;French Toast with egg and bacon in the center with maple syrup on top. Sprinkle with powdered sugar if desired.;"[""2 eggs, beaten"", ""4 slices bread"", ""4 slices bacon"", ""2 eggs"", ""\u00bd cup maple syrup""]";"[""Dip bread slices in beaten eggs. Heat a lightly oiled griddle or frying pan over medium high heat. Cook until browned on both sides. Set aside but keep warm."", ""Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain and set aside. Reserve 1 tablespoon of bacon grease in pan and fry remaining two eggs."", ""Place one piece of French toast on each of two plates. Place the fried eggs on top of the bread, top the eggs with strips of bacon. Cover with the remaining pieces of French toast. Following that by pouring on the syrup.""]";5;3
Country Fried Floured Bacon;Breakfast And Brunch;Breakfast Bacon;OOh's and Mmmm's before, during, and after eating this bacon will become commonplace for your household. Every time I just suggest cooking this recipe, those sounds begin. My grandmother, my mother, and I cook this bacon for our family and friends, and it is always a favorite once it has been tried by one and all. This is excellent for breakfast, snacks, or upgrade your BLT to a place it has never been before. Once you have had bacon this way, it will be very hard to go back to the way you did it before you discover this treasure of a recipe. Something so simple CAN be so wonderful!;"[""1 pound thick sliced bacon"", ""1 \u00bd cups half-and-half cream"", ""2 cups flour"", ""\u00bc teaspoon salt"", ""\u00bd teaspoon ground black pepper"", ""\u00bc pinch white sugar"", ""2 cups vegetable oil for frying""]";"[""Cut the bacon strips in half, and place into a shallow dish with the half-and-half, crisscrossing the bacon in a star pattern. Soak the bacon a minimum of 30 minutes, but no more than 2 hours. This step helps reduce the curling of the bacon during frying, tenderizes it, and adds a wonderful flavor."", ""Stir together the flour, salt, pepper, and sugar in another shallow dish until blended; set aside. When the bacon has finished soaking, remove it from the half-and-half, and shake off the excess. Press each piece into the flour mixture to coat, then set aside. If desired, you can place a sheet of wax paper between the rows of bacon once the plate is covered. However, the flour does a good job of keeping the bacon from sticking to each other."", ""Heat the vegetable oil in a deep skillet over medium-low heat. Fry the bacon in batches until browned and cooked to desired degree of crispness, 2 to 3 minutes. Drain on a paper towel.""]";7;3
Egg Cupcakes;Breakfast And Brunch;Breakfast Bacon;Sunday morning breakfast treat.;"[""1 (12 ounce) package bacon"", ""6 eggs"", ""2 tablespoons milk"", ""1 teaspoon butter, melted"", ""\u00bc teaspoon dried parsley"", ""\u00bc teaspoon salt"", ""\u00bc teaspoon ground black pepper"", ""\u00bd cup diced ham"", ""\u00bc cup shredded mozzarella cheese"", ""6 slices Gouda cheese""]";"[""Preheat oven to 350 degrees F (175 degrees C)."", ""Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until starting to brown, about 5 minutes. Drain bacon slices on paper towels."", ""Line 6 cups of a nonstick muffin tin with bacon slices. Chop leftover bacon slices and sprinkle over the bottom of each cup."", ""Whisk eggs, milk, butter, parsley, salt, and pepper together in a large bowl. Stir in ham and mozzarella cheese."", ""Pour egg mixture into the bacon-lined cups; top with Gouda cheese."", ""Bake in the preheated oven until Gouda cheese is melted and eggs are set, about 15 minutes.""]";10;6
Bacon Breakfast Casserole (Gluten Free);Breakfast And Brunch;Breakfast Bacon;"This gluten-free breakfast casserole is a simple recipe that's easy to make. Really nice when you have company over in the morning. Get it ready, pop it in the oven and you have time to socialize while it's cooking! I cut this recipe in half, place it on a pie plate, and bake uncovered for 45 minutes for breakfast for a smaller family; it tastes very much like a crustless quiche and my husband loves it! That is how it is shown in the picture.";"[""1 pound bacon"", ""2 cups milk"", ""8 eggs"", ""1 teaspoon seasoned salt"", ""1 teaspoon ground black pepper"", ""2 cups shredded Cheddar cheese"", ""1 onion, chopped"", ""1 green bell pepper, chopped"", ""3 red potatoes, thinly sliced"", ""5 mushrooms, sliced""]";"[""Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels, reserving 1 tablespoon bacon grease. Crumble bacon into pieces."", ""Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch casserole dish with reserved bacon grease."", ""Place milk, eggs, seasoned salt, and black pepper in the bowl of a stand mixer fitted with a paddle attachment. Beat on medium speed until smooth and pale, about 5 minutes. Add bacon pieces, Cheddar cheese, onion, and green bell pepper; beat until combined, about 1 1/2 minutes more."", ""Layer potato slices in the bottom of the casserole dish; pour egg mixture over potatoes and arrange sliced mushrooms on top. Cover casserole with aluminum foil."", ""Bake in the preheated oven, about 35 minutes. Remove aluminum foil and bake until eggs are set, about 30 minutes more.""]";10;5
Bacon and Egg Tacos;Breakfast And Brunch;Breakfast Bacon;This is a quick and easy recipe for tasty bacon and egg breakfast tacos. Serve with salsa if desired.;"[""6 eggs"", ""\u00bc cup crumbled cooked bacon"", ""2 tablespoons butter"", ""3 slices American cheese, diced"", ""\u00bc teaspoon salt"", ""\u00bc teaspoon ground black pepper"", ""6 flour tortillas"", ""1 cup salsa (Optional)""]";"[""Whisk eggs together in a bowl; stir in bacon."", ""Melt butter in a skillet over medium heat. Add egg mixture; cook and stir until eggs are completely set, 2 to 3 minutes. Stir in American cheese, salt, and pepper."", ""Wrap tortillas in damp paper towels; microwave until warmed through, 30 seconds to 1 minute."", ""Spoon 1/4 cup egg mixture into the center of each tortilla; fold sides to cover. Serve with salsa.""]";8;4
Asparagus Mushroom Bacon Crustless Quiche;Breakfast And Brunch;Breakfast Bacon;This is a very tasty crustless quiche. You can substitute the filling for different ones you may like better, but these are my favorite. By the way, this is Atkins® induction-friendly.;"[""6 ounces bacon, diced"", ""\u00bd pound asparagus, cut into 1-inch pieces"", ""4 ounces baby bella (cremini) mushrooms, sliced"", ""4 ounces shredded Swiss cheese"", ""1 \u00bd cups heavy whipping cream"", ""4 large eggs"", ""\u00bc teaspoon salt"", ""freshly ground black pepper to taste""]";"[""Position oven rack to center position. Preheat oven to 400 degrees F (200 degrees C). Butter a 10-inch pie plate."", ""Heat a large skillet over medium heat; cook and stir bacon in the hot skillet until crisp, 5 to 10 minutes. Remove bacon and drain all but 2 tablespoons grease from skillet. Cook and stir asparagus and mushrooms in the remaining bacon grease until asparagus is tender, about 5 minutes."", ""Remove skillet from heat and toss bacon into asparagus mixture. Spread asparagus-bacon mixture into the prepared pie pan. Sprinkle Swiss cheese over mixture."", ""Whisk cream, eggs, salt, and pepper in a bowl. Pour egg mixture over asparagus-cheese mixture."", ""Bake in the preheated oven until quiche is set and a knife inserted in the center comes out clean, about 30 minutes.""]";8;5
Norwegian Potato Klub;Breakfast And Brunch;Breakfast Bacon;Norwegian klub is a dish my mother made when we were growing up. I like to have it topped with bacon grease, and my wife likes them brushed with butter and sprinkled with sugar. Sliced and fried the next day these are a hearty breakfast meal. If you have a grinder, you may grind the potatoes instead of grating.;"[""6 slices bacon"", ""2 cups all-purpose flour"", ""\u00bd teaspoon baking powder"", ""10 medium potatoes, peeled and shredded"", ""2 teaspoons salt""]";"[""Place bacon in a large skillet over medium-high heat to cook. Remove bacon from the pan and reserve the grease."", ""Stir together flour and baking powder in a medium bowl. Stir in potatoes to make a sticky dough."", ""Bring a large pot of water to a boil and add salt. Shape potato mixture into 6 or 7 dumplings, or your desired size. Drop carefully into the boiling water. Simmer for 45 to 60 minutes. Remove to a platter with a slotted spoon."", ""Serve with bacon grease brushed over the top and crumbled bacon.""]";5;4
Egg and Hash Brown Pie;Breakfast And Brunch;Breakfast Bacon;Not only is this breakfast casserole with hash browns and bacon easy to make and great tasting, but it's also pleasing to the eyes with its shades of golden brown, yellow, and green. This dish is great served with sliced fruit and toast or muffins. You may substitute chopped cooked ham for the bacon if you wish.;"[""6 slices bacon"", ""5 eggs"", ""\u00bd cup milk"", ""3 cups frozen hash brown potatoes, thawed"", ""\u2153 cup chopped green onions"", ""1 \u00bd cups shredded Cheddar cheese, divided""]";"[""Place bacon in a large, deep skillet. Cook over medium-high heat until evenly brown. Drain, crumble, and set aside."", ""Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 7x11-inch baking dish."", ""In a large bowl, beat together eggs and milk. Stir in bacon, hash browns, green onions, and 1 cup shredded Cheddar cheese. Pour into the prepared baking dish."", ""Bake in the preheated oven for 25 to 35 minutes, or until a knife inserted in the center comes out clean. Sprinkle remaining Cheddar cheese on top, and continue baking for 3 to 4 minutes, or until cheese is melted. Remove from the oven, and let sit 5 minutes before serving.""]";6;4
Shrimp and Cheesy Grits with Bacon;Breakfast And Brunch;Breakfast Bacon;Lowcountry-style shrimp and grits with bacon at its best!;"[""1 \u00bd cups chicken broth"", ""1 \u00bd cups evaporated milk"", ""\u00be cup quick-cooking grits"", ""\u00bd teaspoon salt"", ""1 cup shredded Cheddar cheese"", ""1 cup chopped raw bacon"", ""2 tablespoons bacon drippings"", ""1 pound uncooked medium shrimp, peeled and deveined"", ""\u00bd cup diced green bell pepper"", ""\u00bd cup diced onion"", ""1 tablespoon shredded Cheddar cheese, or as desired""]";"[""Pour chicken broth and evaporated milk into a large saucepan and bring to a boil. Stir in grits and salt; return to a boil. Reduce heat to low, cover, and simmer grits, stirring often, until thick, about 5 minutes. Stir in 1 cup Cheddar cheese until melted. Set grits aside and keep warm."", ""Heat a large skillet over medium heat. Cook and stir bacon in the hot skillet until crisp, 8 to 10 minutes. Use a slotted spoon to transfer bacon to a paper towel-lined plate. Drain all but 2 tablespoons bacon drippings from the skillet."", ""Return the skillet to medium heat. Cook and stir shrimp, bell pepper, and onion in hot bacon drippings until shrimp are bright pink and no longer translucent inside and bell pepper is tender, 5 to 8 minutes. Stir cooked bacon into shrimp mixture."", ""Spread grits into a serving dish, top with shrimp mixture, and garnish with 1 tablespoon Cheddar cheese.""]";11;4
Air Fryer Sweet Potato Hash;Breakfast And Brunch;Breakfast Bacon;Crispy, smoky, and delicious air fryer sweet potatoes perfect for brunch or a side dish!;"[""2 large sweet potato, cut into small cubes"", ""2 slices bacon, cut into small pieces"", ""2 tablespoons olive oil"", ""1 tablespoon smoked paprika"", ""1 teaspoon sea salt"", ""1 teaspoon ground black pepper"", ""1 teaspoon dried dill weed""]";"[""Preheat an air fryer to 400 degrees F (200 degrees C)."", ""Toss sweet potato, bacon, olive oil, paprika, salt, pepper, and dill in a large bowl. Place mixture into the preheated air fryer. Cook for 12 to 16 minutes. Check and stir after 10 minutes and then every 3 minutes until crispy and browned.""]";7;2
Spiced Bacon Twists;Breakfast And Brunch;Breakfast Bacon;The Tuck U Inn at Glick Mansion in Atchison, Kansas serves this for breakfast. People just rave about the caramel, candy coating combination on the bacon!;"[""1 cup packed light brown sugar"", ""2 tablespoons dry mustard powder"", ""\u00bd teaspoon ground cinnamon"", ""\u00bd teaspoon ground nutmeg"", ""\u00bc teaspoon cayenne pepper"", ""1 pound sliced bacon""]";"[""Gather ingredients. Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with aluminum foil and set a wire rack over the foil. Use a baking sheet that has sides to catch the grease."", ""In a small bowl, stir together the brown sugar, mustard powder, cinnamon, nutmeg, and cayenne pepper. Press each slice of bacon into the mixture until coated."", ""Twist each strip a few times and place on the prepared baking rack."", ""Bake until bacon is browned and crisp enough to hold its shape, about 30 minutes.""]";6;4
Brown Sugar Bacon Waffles;Breakfast And Brunch;Breakfast Bacon;These waffles with bacon are perfect for those lazy weekend mornings when you have time to wake up late and still have time to cook breakfast! They are deliciously irresistible.;"[""cooking spray"", ""8 slices bacon"", ""2 tablespoons brown sugar"", ""3 cups flour"", ""\u00bd cup brown sugar"", ""1 tablespoon baking powder"", ""1 teaspoon baking soda"", ""1 teaspoon salt"", ""4 eggs"", ""2 \u00bd cups buttermilk"", ""\u2154 cup vegetable oil"", ""\u00bd teaspoon vanilla extract""]";"[""Preheat the oven to 375 degrees F (190 degrees C). Spray a baking sheet with cooking spray."", ""Arrange bacon on the prepared baking sheet, and sprinkle with 2 tablespoons brown sugar. Bake in the preheated oven until bacon is crispy and brown sugar is caramelized, 10 to 15 minutes."", ""Immediately remove bacon to a cutting board; cut into small pieces and set aside."", ""Preheat a waffle iron."", ""Whisk flour, 1/2 cup brown sugar, baking powder, baking soda, and salt together in a large bowl. Beat eggs, buttermilk, vegetable oil, and vanilla together in a separate bowl; fold wet mixture into flour mixture. Add bacon and stir, being careful to not over mix."", ""Spray the preheated waffle iron with cooking spray. Ladle batter into waffle iron and cook until golden brown; serve hot.""]";12;6
Bacon and Egg Breakfast Tarts;Breakfast And Brunch;Breakfast Bacon;These breakfast tarts are perfect for brunch but also convenient enough for serving on a weekday.;"[""1 (11 ounce) package pie crust mix"", ""2 tablespoons cold water"", ""2 teaspoons cold water"", ""1 (6 ounce) package Canadian-style bacon"", ""1 cup shredded Cheddar cheese"", ""4 large eggs"", ""\u00bc cup milk"", ""\u00bc teaspoon ground nutmeg"", ""\u00bc teaspoon ground black pepper""]";"[""Preheat the oven to 425 degrees F (220 degrees C)."", ""Stir together 1 1/3 cups pie crust mix and 2 tablespoons plus 2 teaspoons cold water in a large bowl until pastry forms a ball; save remaining pie crust mix for another use. Divide pastry ball into 4 equal pieces."", ""Roll each piece into a 6-inch circle on a floured surface. Drape each circle over inverted large 3x1 1/2-inch muffin cups or 6-ounce custard cups; make pleats, so pastry fits snugly against the cup. Prick surface using a fork. Place on an ungreased cookie sheet."", ""Bake in the preheated oven until light brown, 8 to 10 minutes. Cool for 5 minutes, then carefully remove tart shells from cups. Reduce oven temperature to 350 degrees F (175 degrees C)."", ""Place 2 bacon slices into the bottom of each tart shell. Sprinkle with Cheddar cheese, making a small well in each. Break 1 egg into each well and add 1 tablespoon milk into each tart. Sprinkle with nutmeg and pepper. Place filled tarts on the same ungreased cookie sheet."", ""Bake in the preheated oven until eggs are soft-cooked, 15 to 20 minutes.""]";9;6
